split_type,cell_line,model,full_combination,ablated_environment,reduced_combination,r2_full,r2_reduced,delta_r2_ablation,delta_rmse_ablation,n_paired,status,warning
all,hela,xgboost,sequence_ctcf_h3k4me3_rrbs,h3k4me3,sequence_ctcf_rrbs,-0.0037601091857131,-0.0082172847919246,-0.0044571756062115,0.00040458439283511116,1,ok,CI_UNAVAILABLE
all,hela,xgboost,sequence_ctcf_dnase_h3k4me3,ctcf,sequence_dnase_h3k4me3,-0.00224733002927,0.0022700019937399,0.0045173320230099,-0.0004112732049360024,1,ok,CI_UNAVAILABLE
all,hela,xgboost,sequence_dnase_h3k4me3_rrbs,rrbs,sequence_dnase_h3k4me3,-0.0046800350451743,0.0022700019937399,0.0069500370389142,-0.0006323709765585217,1,ok,CI_UNAVAILABLE
all,hela,xgboost,sequence_ctcf_dnase_rrbs,ctcf,sequence_dnase_rrbs,-0.0082172847919246,-0.0071365422404581,0.001080742551466501,-9.801832504591212e-05,1,ok,CI_UNAVAILABLE
all,hela,xgboost,sequence_dnase_h3k4me3_rrbs,h3k4me3,sequence_dnase_rrbs,-0.0046800350451743,-0.0071365422404581,-0.0024565071952837997,0.00022298959193778334,1,ok,CI_UNAVAILABLE
all,hela,xgboost,sequence_ctcf_h3k4me3_rrbs,ctcf,sequence_h3k4me3_rrbs,-0.0037601091857131,-0.0046657189765086,-0.0009056097907954998,8.227613532341138e-05,1,ok,CI_UNAVAILABLE
all,hela,xgboost,sequence_dnase_h3k4me3_rrbs,dnase,sequence_h3k4me3_rrbs,-0.0046800350451743,-0.0046657189765086,1.431606866570019e-05,-1.3003405280043179e-06,1,ok,CI_UNAVAILABLE
all,hela,xgboost,all,rrbs,sequence_ctcf_dnase_h3k4me3,-0.0037570705317997,-0.00224733002927,0.0015097405025297,-0.00013724516661450803,1,ok,CI_UNAVAILABLE
all,hela,xgboost,all,h3k4me3,sequence_ctcf_dnase_rrbs,-0.0037570705317997,-0.0082172847919246,-0.0044602142601249005,0.00040486052199170675,1,ok,CI_UNAVAILABLE
all,hela,xgboost,all,dnase,sequence_ctcf_h3k4me3_rrbs,-0.0037570705317997,-0.0037601091857131,-3.038653913399903e-06,2.761291565955837e-07,1,ok,CI_UNAVAILABLE
all,hela,xgboost,all,ctcf,sequence_dnase_h3k4me3_rrbs,-0.0037570705317997,-0.0046800350451743,-0.0009229645133745999,8.385260500801128e-05,1,ok,CI_UNAVAILABLE
all,hl60,cnn(3|3),sequence_ctcf,ctcf,sequence,-0.020109600643444,-0.1032804417340738,-0.0831708410906298,0.004580869836982304,1,ok,CI_UNAVAILABLE
all,hl60,cnn(3|3),sequence_dnase,dnase,sequence,-0.1442477203718493,-0.1032804417340738,0.040967278637775495,-0.0021928604518688943,1,ok,CI_UNAVAILABLE
all,hl60,cnn(3|3),sequence_h3k4me3,h3k4me3,sequence,-0.0372741421970992,-0.1032804417340738,-0.0660062995369746,0.003620614462145802,1,ok,CI_UNAVAILABLE
all,hl60,cnn(3|3),sequence_rrbs,rrbs,sequence,-0.0210345143695664,-0.1032804417340738,-0.0822459273645074,0.004528921360809707,1,ok,CI_UNAVAILABLE
all,hl60,cnn(3|3),sequence_ctcf_dnase,dnase,sequence_ctcf,-0.0381635012354042,-0.020109600643444,0.018053900591960197,-0.0010097924886680043,1,ok,CI_UNAVAILABLE
all,hl60,cnn(3|3),sequence_ctcf_h3k4me3,h3k4me3,sequence_ctcf,-0.030278505279141,-0.020109600643444,0.010168904635696998,-0.000569856996063503,1,ok,CI_UNAVAILABLE
all,hl60,cnn(3|3),sequence_ctcf_rrbs,rrbs,sequence_ctcf,-0.0552474108548981,-0.020109600643444,0.035137810211454096,-0.001957276849918005,1,ok,CI_UNAVAILABLE
all,hl60,cnn(3|3),sequence_ctcf_dnase,ctcf,sequence_dnase,-0.0381635012354042,-0.1442477203718493,-0.1060842191364451,0.005763937800183194,1,ok,CI_UNAVAILABLE
all,hl60,cnn(3|3),sequence_dnase_h3k4me3,h3k4me3,sequence_dnase,-0.0517281345461342,-0.1442477203718493,-0.0925195858257151,0.005011003862838093,1,ok,CI_UNAVAILABLE
all,hl60,cnn(3|3),sequence_dnase_rrbs,rrbs,sequence_dnase,-0.0511116529445774,-0.1442477203718493,-0.0931360674272719,0.005045117297138801,1,ok,CI_UNAVAILABLE
all,hl60,cnn(3|3),sequence_ctcf_h3k4me3,ctcf,sequence_h3k4me3,-0.030278505279141,-0.0372741421970992,-0.006995636917958202,0.0003903983787729992,1,ok,CI_UNAVAILABLE
all,hl60,cnn(3|3),sequence_dnase_h3k4me3,dnase,sequence_h3k4me3,-0.0517281345461342,-0.0372741421970992,0.014453992349035001,-0.0008024710511766037,1,ok,CI_UNAVAILABLE
all,hl60,cnn(3|3),sequence_h3k4me3_rrbs,rrbs,sequence_h3k4me3,-0.0364689442941377,-0.0372741421970992,-0.0008051979029614978,4.48676764373962e-05,1,ok,CI_UNAVAILABLE
all,hl60,cnn(3|3),sequence_ctcf_rrbs,ctcf,sequence_rrbs,-0.0552474108548981,-0.0210345143695664,0.0342128964853317,-0.0019053283737454074,1,ok,CI_UNAVAILABLE
all,hl60,cnn(3|3),sequence_dnase_rrbs,dnase,sequence_rrbs,-0.0511116529445774,-0.0210345143695664,0.030077138575011004,-0.0016766645155397997,1,ok,CI_UNAVAILABLE
all,hl60,cnn(3|3),sequence_h3k4me3_rrbs,h3k4me3,sequence_rrbs,-0.0364689442941377,-0.0210345143695664,0.015434429924571304,-0.0008634392222265086,1,ok,CI_UNAVAILABLE
all,hl60,cnn(3|3),sequence_ctcf_dnase_h3k4me3,h3k4me3,sequence_ctcf_dnase,-0.0036728120274953,-0.0381635012354042,-0.034490689207908896,0.001936936193531802,1,ok,CI_UNAVAILABLE
all,hl60,cnn(3|3),sequence_ctcf_dnase_rrbs,rrbs,sequence_ctcf_dnase,-0.0207914544430245,-0.0381635012354042,-0.0173720467923797,0.000971493376415708,1,ok,CI_UNAVAILABLE
all,hl60,cnn(3|3),sequence_ctcf_dnase_h3k4me3,dnase,sequence_ctcf_h3k4me3,-0.0036728120274953,-0.030278505279141,-0.0266056932516457,0.0014970007009273006,1,ok,CI_UNAVAILABLE
all,hl60,cnn(3|3),sequence_ctcf_h3k4me3_rrbs,rrbs,sequence_ctcf_h3k4me3,0.0045300610427472,-0.030278505279141,-0.034808566321888196,0.0019625368542151994,1,ok,CI_UNAVAILABLE
all,hl60,cnn(3|3),sequence_ctcf_dnase_rrbs,dnase,sequence_ctcf_rrbs,-0.0207914544430245,-0.0552474108548981,-0.0344559564118736,0.0019189777376657086,1,ok,CI_UNAVAILABLE
all,hl60,cnn(3|3),sequence_ctcf_h3k4me3_rrbs,h3k4me3,sequence_ctcf_rrbs,0.0045300610427472,-0.0552474108548981,-0.059777471897645304,0.0033499567080697012,1,ok,CI_UNAVAILABLE
all,hl60,cnn(3|3),sequence_ctcf_dnase_h3k4me3,ctcf,sequence_dnase_h3k4me3,-0.0036728120274953,-0.0517281345461342,-0.0480553225186389,0.0026898701308769035,1,ok,CI_UNAVAILABLE
all,hl60,cnn(3|3),sequence_dnase_h3k4me3_rrbs,rrbs,sequence_dnase_h3k4me3,-0.036659565795228,-0.0517281345461342,-0.015068568750906203,0.000836715238307098,1,ok,CI_UNAVAILABLE
all,hl60,cnn(3|3),sequence_ctcf_dnase_rrbs,ctcf,sequence_dnase_rrbs,-0.0207914544430245,-0.0511116529445774,-0.030320198501552903,0.0016903138794601008,1,ok,CI_UNAVAILABLE
all,hl60,cnn(3|3),sequence_dnase_h3k4me3_rrbs,h3k4me3,sequence_dnase_rrbs,-0.036659565795228,-0.0511116529445774,-0.014452087149349403,0.0008026018040063893,1,ok,CI_UNAVAILABLE
all,hl60,cnn(3|3),sequence_ctcf_h3k4me3_rrbs,ctcf,sequence_h3k4me3_rrbs,0.0045300610427472,-0.0364689442941377,-0.0409990053368849,0.0023080675565508024,1,ok,CI_UNAVAILABLE
all,hl60,cnn(3|3),sequence_dnase_h3k4me3_rrbs,dnase,sequence_h3k4me3_rrbs,-0.036659565795228,-0.0364689442941377,0.00019062150109029619,-1.0623489306901823e-05,1,ok,CI_UNAVAILABLE
all,hl60,cnn(3|3),all,rrbs,sequence_ctcf_dnase_h3k4me3,-0.0118795948490697,-0.0036728120274953,0.0082067828215744,-0.0004638581642193995,1,ok,CI_UNAVAILABLE
all,hl60,cnn(3|3),all,h3k4me3,sequence_ctcf_dnase_rrbs,-0.0118795948490697,-0.0207914544430245,-0.0089118595939548,0.0005015846528966944,1,ok,CI_UNAVAILABLE
all,hl60,cnn(3|3),all,dnase,sequence_ctcf_h3k4me3_rrbs,-0.0118795948490697,0.0045300610427472,0.0164096558918169,-0.0009293943175072983,1,ok,CI_UNAVAILABLE
all,hl60,cnn(3|3),all,ctcf,sequence_dnase_h3k4me3_rrbs,-0.0118795948490697,-0.036659565795228,-0.0247799709461583,0.001389296728350406,1,ok,CI_UNAVAILABLE
all,hl60,cnn(5|3),sequence_ctcf,ctcf,sequence,0.0320008949002044,0.0178327184814403,-0.014168176418764097,0.0008141218290124014,1,ok,CI_UNAVAILABLE
all,hl60,cnn(5|3),sequence_dnase,dnase,sequence,-0.0569024953584678,0.0178327184814403,0.07473521383990811,-0.004200399631974494,1,ok,CI_UNAVAILABLE
all,hl60,cnn(5|3),sequence_h3k4me3,h3k4me3,sequence,0.0135828169327337,0.0178327184814403,0.004249901548706601,-0.00024305832870820387,1,ok,CI_UNAVAILABLE
all,hl60,cnn(5|3),sequence_rrbs,rrbs,sequence,-0.0435661581364457,0.0178327184814403,0.061398876617886004,-0.0034620040896669035,1,ok,CI_UNAVAILABLE
all,hl60,cnn(5|3),sequence_ctcf_dnase,dnase,sequence_ctcf,0.0096429548154619,0.0320008949002044,0.022357940084742497,-0.001282039592753706,1,ok,CI_UNAVAILABLE
all,hl60,cnn(5|3),sequence_ctcf_h3k4me3,h3k4me3,sequence_ctcf,0.0439582796997837,0.0320008949002044,-0.0119573847995793,0.0006917347163121063,1,ok,CI_UNAVAILABLE
all,hl60,cnn(5|3),sequence_ctcf_rrbs,rrbs,sequence_ctcf,-0.0412978151812202,0.0320008949002044,0.0732987100814246,-0.0041500656203822955,1,ok,CI_UNAVAILABLE
all,hl60,cnn(5|3),sequence_ctcf_dnase,ctcf,sequence_dnase,0.0096429548154619,-0.0569024953584678,-0.0665454501739297,0.0037324818682331895,1,ok,CI_UNAVAILABLE
all,hl60,cnn(5|3),sequence_dnase_h3k4me3,h3k4me3,sequence_dnase,0.018007191061282,-0.0569024953584678,-0.0749096864197498,0.004210389210234991,1,ok,CI_UNAVAILABLE
all,hl60,cnn(5|3),sequence_dnase_rrbs,rrbs,sequence_dnase,0.0385382803066279,-0.0569024953584678,-0.0954407756650957,0.005392176376126295,1,ok,CI_UNAVAILABLE
all,hl60,cnn(5|3),sequence_ctcf_h3k4me3,ctcf,sequence_h3k4me3,0.0439582796997837,0.0135828169327337,-0.03037546276705,0.0017489148740327115,1,ok,CI_UNAVAILABLE
all,hl60,cnn(5|3),sequence_dnase_h3k4me3,dnase,sequence_h3k4me3,0.018007191061282,0.0135828169327337,-0.004424374128548299,0.00025304790696870083,1,ok,CI_UNAVAILABLE
all,hl60,cnn(5|3),sequence_h3k4me3_rrbs,rrbs,sequence_h3k4me3,-0.044971432646838,0.0135828169327337,0.0585542495795717,-0.003296973398306688,1,ok,CI_UNAVAILABLE
all,hl60,cnn(5|3),sequence_ctcf_rrbs,ctcf,sequence_rrbs,-0.0412978151812202,-0.0435661581364457,-0.0022683429552255024,0.00012606029829700938,1,ok,CI_UNAVAILABLE
all,hl60,cnn(5|3),sequence_dnase_rrbs,dnase,sequence_rrbs,0.0385382803066279,-0.0435661581364457,-0.08210443844307361,0.004653780833818705,1,ok,CI_UNAVAILABLE
all,hl60,cnn(5|3),sequence_h3k4me3_rrbs,h3k4me3,sequence_rrbs,-0.044971432646838,-0.0435661581364457,0.001405274510392296,-7.802763734798823e-05,1,ok,CI_UNAVAILABLE
all,hl60,cnn(5|3),sequence_ctcf_dnase_h3k4me3,h3k4me3,sequence_ctcf_dnase,0.0031309262294436,0.0096429548154619,0.006512028586018299,-0.0003706821296740881,1,ok,CI_UNAVAILABLE
all,hl60,cnn(5|3),sequence_ctcf_dnase_rrbs,rrbs,sequence_ctcf_dnase,0.0408054750610621,0.0096429548154619,-0.0311625202456002,0.0017909666263707102,1,ok,CI_UNAVAILABLE
all,hl60,cnn(5|3),sequence_ctcf_dnase_h3k4me3,dnase,sequence_ctcf_h3k4me3,0.0031309262294436,0.0439582796997837,0.0408273534703401,-0.0023444564387399003,1,ok,CI_UNAVAILABLE
all,hl60,cnn(5|3),sequence_ctcf_h3k4me3_rrbs,rrbs,sequence_ctcf_h3k4me3,-0.0055625443855027,0.0439582796997837,0.0495208240852864,-0.002837430170286509,1,ok,CI_UNAVAILABLE
all,hl60,cnn(5|3),sequence_ctcf_dnase_rrbs,dnase,sequence_ctcf_rrbs,0.0408054750610621,-0.0412978151812202,-0.0821032902422823,0.0046589926539993,1,ok,CI_UNAVAILABLE
all,hl60,cnn(5|3),sequence_ctcf_h3k4me3_rrbs,h3k4me3,sequence_ctcf_rrbs,-0.0055625443855027,-0.0412978151812202,-0.0357352707957175,0.002004370166407893,1,ok,CI_UNAVAILABLE
all,hl60,cnn(5|3),sequence_ctcf_dnase_h3k4me3,ctcf,sequence_dnase_h3k4me3,0.0031309262294436,0.018007191061282,0.014876264831838399,-0.0008485894716758896,1,ok,CI_UNAVAILABLE
all,hl60,cnn(5|3),sequence_dnase_h3k4me3_rrbs,rrbs,sequence_dnase_h3k4me3,0.0445789304205335,0.018007191061282,-0.0265717393592515,0.0015318893764270092,1,ok,CI_UNAVAILABLE
all,hl60,cnn(5|3),sequence_ctcf_dnase_rrbs,ctcf,sequence_dnase_rrbs,0.0408054750610621,0.0385382803066279,-0.0022671947544342028,0.00013127211847760445,1,ok,CI_UNAVAILABLE
all,hl60,cnn(5|3),sequence_dnase_h3k4me3_rrbs,h3k4me3,sequence_dnase_rrbs,0.0445789304205335,0.0385382803066279,-0.006040650113905602,0.0003501022105357049,1,ok,CI_UNAVAILABLE
all,hl60,cnn(5|3),sequence_ctcf_h3k4me3_rrbs,ctcf,sequence_h3k4me3_rrbs,-0.0055625443855027,-0.044971432646838,-0.0394088882613353,0.0022084581020528904,1,ok,CI_UNAVAILABLE
all,hl60,cnn(5|3),sequence_dnase_h3k4me3_rrbs,dnase,sequence_h3k4me3_rrbs,0.0445789304205335,-0.044971432646838,-0.08955036306737149,0.005081910681702398,1,ok,CI_UNAVAILABLE
all,hl60,cnn(5|3),all,rrbs,sequence_ctcf_dnase_h3k4me3,0.0440062431891293,0.0031309262294436,-0.0408753169596857,0.0023472398104512904,1,ok,CI_UNAVAILABLE
all,hl60,cnn(5|3),all,h3k4me3,sequence_ctcf_dnase_rrbs,0.0440062431891293,0.0408054750610621,-0.0032007681280672023,0.00018559105440649204,1,ok,CI_UNAVAILABLE
all,hl60,cnn(5|3),all,dnase,sequence_ctcf_h3k4me3_rrbs,0.0440062431891293,-0.0055625443855027,-0.049568787574632005,0.002840213541997899,1,ok,CI_UNAVAILABLE
all,hl60,cnn(5|3),all,ctcf,sequence_dnase_h3k4me3_rrbs,0.0440062431891293,0.0445789304205335,0.0005726872314041967,-3.3239037651608405e-05,1,ok,CI_UNAVAILABLE
all,hl60,cnn(7|3),sequence_ctcf,ctcf,sequence,-0.0247301219371582,0.0414172957900399,0.0661474177271981,-0.003769520482725497,1,ok,CI_UNAVAILABLE
all,hl60,cnn(7|3),sequence_dnase,dnase,sequence,-0.0279856393306674,0.0414172957900399,0.0694029351207073,-0.003951853013346704,1,ok,CI_UNAVAILABLE
all,hl60,cnn(7|3),sequence_h3k4me3,h3k4me3,sequence,0.0659371960638484,0.0414172957900399,-0.0245199002738085,0.0014302158412037025,1,ok,CI_UNAVAILABLE
all,hl60,cnn(7|3),sequence_rrbs,rrbs,sequence,0.0593127075674393,0.0414172957900399,-0.017895411777399402,0.001041985255304495,1,ok,CI_UNAVAILABLE
all,hl60,cnn(7|3),sequence_ctcf_dnase,dnase,sequence_ctcf,0.0029957567612477,-0.0247301219371582,-0.027725878698405898,0.001564738953602901,1,ok,CI_UNAVAILABLE
all,hl60,cnn(7|3),sequence_ctcf_h3k4me3,h3k4me3,sequence_ctcf,0.036294762880176,-0.0247301219371582,-0.0610248848173342,0.0034730480387606955,1,ok,CI_UNAVAILABLE
all,hl60,cnn(7|3),sequence_ctcf_rrbs,rrbs,sequence_ctcf,0.036350822542112,-0.0247301219371582,-0.0610809444792702,0.0034762882855920996,1,ok,CI_UNAVAILABLE
all,hl60,cnn(7|3),sequence_ctcf_dnase,ctcf,sequence_dnase,0.0029957567612477,-0.0279856393306674,-0.0309813960919151,0.001747071484224108,1,ok,CI_UNAVAILABLE
all,hl60,cnn(7|3),sequence_dnase_h3k4me3,h3k4me3,sequence_dnase,0.0189050652270292,-0.0279856393306674,-0.0468907045576966,0.002654764919339303,1,ok,CI_UNAVAILABLE
all,hl60,cnn(7|3),sequence_dnase_rrbs,rrbs,sequence_dnase,0.0509531825784771,-0.0279856393306674,-0.0789388219091445,0.004505870964839703,1,ok,CI_UNAVAILABLE
all,hl60,cnn(7|3),sequence_ctcf_h3k4me3,ctcf,sequence_h3k4me3,0.036294762880176,0.0659371960638484,0.0296424331836724,-0.001726688285168504,1,ok,CI_UNAVAILABLE
all,hl60,cnn(7|3),sequence_dnase_h3k4me3,dnase,sequence_h3k4me3,0.0189050652270292,0.0659371960638484,0.0470321308368192,-0.0027273039352111034,1,ok,CI_UNAVAILABLE
all,hl60,cnn(7|3),sequence_h3k4me3_rrbs,rrbs,sequence_h3k4me3,-0.0010680724880258,0.0659371960638484,0.0670052685518742,-0.003865692532243406,1,ok,CI_UNAVAILABLE
all,hl60,cnn(7|3),sequence_ctcf_rrbs,ctcf,sequence_rrbs,0.036350822542112,0.0593127075674393,0.022961885025327304,-0.0013352174524378924,1,ok,CI_UNAVAILABLE
all,hl60,cnn(7|3),sequence_dnase_rrbs,dnase,sequence_rrbs,0.0509531825784771,0.0593127075674393,0.008359524988962204,-0.00048796730381149567,1,ok,CI_UNAVAILABLE
all,hl60,cnn(7|3),sequence_h3k4me3_rrbs,h3k4me3,sequence_rrbs,-0.0010680724880258,0.0593127075674393,0.0603807800554651,-0.0034774619463441986,1,ok,CI_UNAVAILABLE
all,hl60,cnn(7|3),sequence_ctcf_dnase_h3k4me3,h3k4me3,sequence_ctcf_dnase,0.0519951883658189,0.0029957567612477,-0.0489994316045712,0.00281950651026959,1,ok,CI_UNAVAILABLE
all,hl60,cnn(7|3),sequence_ctcf_dnase_rrbs,rrbs,sequence_ctcf_dnase,0.068420490193774,0.0029957567612477,-0.06542473343252629,0.0037808863470303877,1,ok,CI_UNAVAILABLE
all,hl60,cnn(7|3),sequence_ctcf_dnase_h3k4me3,dnase,sequence_ctcf_h3k4me3,0.0519951883658189,0.036294762880176,-0.015700425485642898,0.0009111974251117955,1,ok,CI_UNAVAILABLE
all,hl60,cnn(7|3),sequence_ctcf_h3k4me3_rrbs,rrbs,sequence_ctcf_h3k4me3,0.0781873242746027,0.036294762880176,-0.0418925613944267,0.002448255835092006,1,ok,CI_UNAVAILABLE
all,hl60,cnn(7|3),sequence_ctcf_dnase_rrbs,dnase,sequence_ctcf_rrbs,0.068420490193774,0.036350822542112,-0.032069667651662,0.0018693370150411892,1,ok,CI_UNAVAILABLE
all,hl60,cnn(7|3),sequence_ctcf_h3k4me3_rrbs,h3k4me3,sequence_ctcf_rrbs,0.0781873242746027,0.036350822542112,-0.041836501732490705,0.0024450155882606017,1,ok,CI_UNAVAILABLE
all,hl60,cnn(7|3),sequence_ctcf_dnase_h3k4me3,ctcf,sequence_dnase_h3k4me3,0.0519951883658189,0.0189050652270292,-0.0330901231387897,0.001911813075154395,1,ok,CI_UNAVAILABLE
all,hl60,cnn(7|3),sequence_dnase_h3k4me3_rrbs,rrbs,sequence_dnase_h3k4me3,-0.0396969279167689,0.0189050652270292,0.058601993143798096,-0.0033083060165240014,1,ok,CI_UNAVAILABLE
all,hl60,cnn(7|3),sequence_ctcf_dnase_rrbs,ctcf,sequence_dnase_rrbs,0.068420490193774,0.0509531825784771,-0.017467307615296898,0.0010220868664147925,1,ok,CI_UNAVAILABLE
all,hl60,cnn(7|3),sequence_dnase_h3k4me3_rrbs,h3k4me3,sequence_dnase_rrbs,-0.0396969279167689,0.0509531825784771,0.09065011049524599,-0.005159412062024402,1,ok,CI_UNAVAILABLE
all,hl60,cnn(7|3),sequence_ctcf_h3k4me3_rrbs,ctcf,sequence_h3k4me3_rrbs,0.0781873242746027,-0.0010680724880258,-0.07925539676262851,0.004587260082166908,1,ok,CI_UNAVAILABLE
all,hl60,cnn(7|3),sequence_dnase_h3k4me3_rrbs,dnase,sequence_h3k4me3_rrbs,-0.0396969279167689,-0.0010680724880258,0.0386288554287431,-0.0021699174194916987,1,ok,CI_UNAVAILABLE
all,hl60,cnn(7|3),all,rrbs,sequence_ctcf_dnase_h3k4me3,0.0288990779280385,0.0519951883658189,0.023096110437780402,-0.0013378446022835888,1,ok,CI_UNAVAILABLE
all,hl60,cnn(7|3),all,h3k4me3,sequence_ctcf_dnase_rrbs,0.0288990779280385,0.068420490193774,0.039521412265735495,-0.0022992244390443867,1,ok,CI_UNAVAILABLE
all,hl60,cnn(7|3),all,dnase,sequence_ctcf_h3k4me3_rrbs,0.0288990779280385,0.0781873242746027,0.0492882463465642,-0.002874903012263799,1,ok,CI_UNAVAILABLE
all,hl60,cnn(7|3),all,ctcf,sequence_dnase_h3k4me3_rrbs,0.0288990779280385,-0.0396969279167689,-0.06859600584480739,0.0038822744893948075,1,ok,CI_UNAVAILABLE
all,hl60,linear,sequence_ctcf,ctcf,sequence,0.0387665038262309,0.0286149155691739,-0.010151588257056997,0.0005859638567338038,1,ok,CI_UNAVAILABLE
all,hl60,linear,sequence_dnase,dnase,sequence,0.0270365579455482,0.0286149155691739,0.0015783576236256987,-9.08294745854965e-05,1,ok,CI_UNAVAILABLE
all,hl60,linear,sequence_h3k4me3,h3k4me3,sequence,0.0326853245789695,0.0286149155691739,-0.004070409009795599,0.00023458023852281074,1,ok,CI_UNAVAILABLE
all,hl60,linear,sequence_rrbs,rrbs,sequence,0.0180673357696975,0.0286149155691739,0.0105475797994764,-0.0006055867524141917,1,ok,CI_UNAVAILABLE
all,hl60,linear,sequence_ctcf_dnase,dnase,sequence_ctcf,0.0363466726180646,0.0387665038262309,0.002419831208166294,-0.00013995582253370498,1,ok,CI_UNAVAILABLE
all,hl60,linear,sequence_ctcf_h3k4me3,h3k4me3,sequence_ctcf,0.0412281839729367,0.0387665038262309,-0.002461680146705801,0.00014255711861360654,1,ok,CI_UNAVAILABLE
all,hl60,linear,sequence_ctcf_rrbs,rrbs,sequence_ctcf,0.02777050301226,0.0387665038262309,0.010996000813970896,-0.000634566291990199,1,ok,CI_UNAVAILABLE
all,hl60,linear,sequence_ctcf_dnase,ctcf,sequence_dnase,0.0363466726180646,0.0270365579455482,-0.009310114672516401,0.0005368375087855953,1,ok,CI_UNAVAILABLE
all,hl60,linear,sequence_dnase_h3k4me3,h3k4me3,sequence_dnase,0.0300736941907454,0.0270365579455482,-0.0030371362451971987,0.000174843197666405,1,ok,CI_UNAVAILABLE
all,hl60,linear,sequence_dnase_rrbs,rrbs,sequence_dnase,0.0162373976386163,0.0270365579455482,0.010799160306931902,-0.0006194910557281025,1,ok,CI_UNAVAILABLE
all,hl60,linear,sequence_ctcf_h3k4me3,ctcf,sequence_h3k4me3,0.0412281839729367,0.0326853245789695,-0.008542859393967199,0.0004939407368245996,1,ok,CI_UNAVAILABLE
all,hl60,linear,sequence_dnase_h3k4me3,dnase,sequence_h3k4me3,0.0300736941907454,0.0326853245789695,0.002611630388224099,-0.00015056651544190225,1,ok,CI_UNAVAILABLE
all,hl60,linear,sequence_h3k4me3_rrbs,rrbs,sequence_h3k4me3,0.0220280557758205,0.0326853245789695,0.010657268803149,-0.0006131463694467043,1,ok,CI_UNAVAILABLE
all,hl60,linear,sequence_ctcf_rrbs,ctcf,sequence_rrbs,0.02777050301226,0.0180673357696975,-0.0097031672425625,0.0005569843171577965,1,ok,CI_UNAVAILABLE
all,hl60,linear,sequence_dnase_rrbs,dnase,sequence_rrbs,0.0162373976386163,0.0180673357696975,0.0018299381310812012,-0.0001047337778994073,1,ok,CI_UNAVAILABLE
all,hl60,linear,sequence_h3k4me3_rrbs,h3k4me3,sequence_rrbs,0.0220280557758205,0.0180673357696975,-0.003960720006122999,0.0002270206214902981,1,ok,CI_UNAVAILABLE
all,hl60,linear,sequence_ctcf_dnase_h3k4me3,h3k4me3,sequence_ctcf_dnase,0.0383033960727199,0.0363466726180646,-0.0019567234546553,0.00011315743161439962,1,ok,CI_UNAVAILABLE
all,hl60,linear,sequence_ctcf_dnase_rrbs,rrbs,sequence_ctcf_dnase,0.0254989258402448,0.0363466726180646,0.010847746777819803,-0.0006252525405069931,1,ok,CI_UNAVAILABLE
all,hl60,linear,sequence_ctcf_dnase_h3k4me3,dnase,sequence_ctcf_h3k4me3,0.0383033960727199,0.0412281839729367,0.002924787900216795,-0.0001693555095329119,1,ok,CI_UNAVAILABLE
all,hl60,linear,sequence_ctcf_h3k4me3_rrbs,rrbs,sequence_ctcf_h3k4me3,0.0303238506507836,0.0412281839729367,0.010904333322153098,-0.0006300939407745121,1,ok,CI_UNAVAILABLE
all,hl60,linear,sequence_ctcf_dnase_rrbs,dnase,sequence_ctcf_rrbs,0.0254989258402448,0.02777050301226,0.002271577172015201,-0.00013064207105049908,1,ok,CI_UNAVAILABLE
all,hl60,linear,sequence_ctcf_h3k4me3_rrbs,h3k4me3,sequence_ctcf_rrbs,0.0303238506507836,0.02777050301226,-0.0025533476385235995,0.00014702946982929344,1,ok,CI_UNAVAILABLE
all,hl60,linear,sequence_ctcf_dnase_h3k4me3,ctcf,sequence_dnase_h3k4me3,0.0383033960727199,0.0300736941907454,-0.008229701881974503,0.00047515174273358995,1,ok,CI_UNAVAILABLE
all,hl60,linear,sequence_dnase_h3k4me3_rrbs,rrbs,sequence_dnase_h3k4me3,0.0194684233322348,0.0300736941907454,0.0106052708585106,-0.0006093453383761993,1,ok,CI_UNAVAILABLE
all,hl60,linear,sequence_ctcf_dnase_rrbs,ctcf,sequence_dnase_rrbs,0.0254989258402448,0.0162373976386163,-0.0092615282016285,0.0005310760240067047,1,ok,CI_UNAVAILABLE
all,hl60,linear,sequence_dnase_h3k4me3_rrbs,h3k4me3,sequence_dnase_rrbs,0.0194684233322348,0.0162373976386163,-0.0032310256936185014,0.00018498891501830816,1,ok,CI_UNAVAILABLE
all,hl60,linear,sequence_ctcf_h3k4me3_rrbs,ctcf,sequence_h3k4me3_rrbs,0.0303238506507836,0.0220280557758205,-0.0082957948749631,0.0004769931654967918,1,ok,CI_UNAVAILABLE
all,hl60,linear,sequence_dnase_h3k4me3_rrbs,dnase,sequence_h3k4me3_rrbs,0.0194684233322348,0.0220280557758205,0.0025596324435856986,-0.00014676548437139725,1,ok,CI_UNAVAILABLE
