model,split_type,cell_line,environment,random_seed,n_train,n_valid,n_test,R2,MAE,RMSE,Pearson,Spearman,MSE,source_table,run_name
xgboost,all,hl60,sequence,42,12313,2186,2076,-0.0161266366663792,0.0911591479057708,0.1143924409996925,0.2152641984942948,0.2098973102781539,0.0130856305578681,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_xgboost_sequence_heldout_hl60
mlp,all,hct116,sequence,42,7003,1240,4239,0.0927671929123749,0.1299579305541878,0.1635636985791968,0.3081272704014368,0.313814216350029,0.0267530834929063,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_mlp_sequence_heldout_hct116
mlp,all,hek293t,sequence,42,12270,2144,2333,-0.3966048568961857,0.1128523235480339,0.1415746708024317,-0.1758775478901354,-0.1463587865133126,0.0200433874128169,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_mlp_sequence_heldout_hek293t
mlp,all,hela,sequence,42,3707,655,8101,0.0045421656433898,0.1434732167545241,0.181671622456855,0.1152485950861614,0.109046543832762,0.033004578406106,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_mlp_sequence_heldout_hela
mlp,all,hl60,sequence,42,12313,2186,2076,0.0283010001726981,0.0887061772421217,0.1118637276381538,0.2566305122560393,0.2559588803500081,0.012513493561103,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_mlp_sequence_heldout_hl60
cnn(3|3),all,hct116,sequence,42,7003,1240,4239,0.0462508330760303,0.1338693705839878,0.1677044686419086,0.2211789972720529,0.2184286360589331,0.0281247888024649,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_heldout_hct116_kernel_3
cnn(3|3),all,hek293t,sequence,42,12270,2144,2333,-0.2381842405840446,0.1090585804447384,0.1333034601383103,-0.1548222258894426,-0.1086965778897526,0.017769812484846,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_heldout_hek293t_kernel_3
cnn(3|3),all,hela,sequence,42,3707,655,8101,-0.0236539358856857,0.1460820275919039,0.1842265591010287,-0.0153937172184987,-0.0229721122197266,0.0339394250782048,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_heldout_hela_kernel_3
cnn(3|3),all,hl60,sequence,42,12313,2186,2076,-0.1032804417340738,0.0940001597367801,0.1191972865440222,0.1487458620659716,0.156278646139292,0.0142079931194577,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_heldout_hl60_kernel_3
cnn(5|3),all,hct116,sequence,42,7003,1240,4239,0.0791453814297618,0.1329611493509309,0.1647870520274983,0.2829949249160709,0.2736958473807805,0.0271547725159134,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_heldout_hct116_kernel_5
cnn(5|3),all,hek293t,sequence,42,12270,2144,2333,-0.3673019148398373,0.1114156474125804,0.1400815689915736,-0.1725251937394583,-0.1304597895656153,0.019622845971141,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_heldout_hek293t_kernel_5
cnn(5|3),all,hela,sequence,42,3707,655,8101,-0.0428417933494649,0.145910767667059,0.1859451581638107,0.0376154378259406,0.0302860028677623,0.0345756018445645,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_heldout_hela_kernel_5
cnn(5|3),all,hl60,sequence,42,12313,2186,2076,0.0178327184814403,0.0867807888515609,0.1124646771010689,0.2385128157581593,0.2454994103931223,0.0126483035954477,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_heldout_hl60_kernel_5
cnn(7|3),all,hct116,sequence,42,7003,1240,4239,0.1115645080195554,0.1299328989515717,0.1618603588963531,0.3357443595068826,0.3236710259194793,0.0261987757820562,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_heldout_hct116_kernel_7
cnn(7|3),all,hek293t,sequence,42,12270,2144,2333,-0.4686219139728227,0.1139240260852721,0.1451789959600299,-0.1376298888274928,-0.1109122911313824,0.0210769408679623,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_heldout_hek293t_kernel_7
cnn(7|3),all,hela,sequence,42,3707,655,8101,-0.007030169299339,0.1458603385635813,0.182724550055095,0.0132627642724061,0.0112832538598747,0.0333882611928369,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_heldout_hela_kernel_7
cnn(7|3),all,hl60,sequence,42,12313,2186,2076,0.0414172957900399,0.087195676772071,0.1111061768274252,0.2676208357708627,0.2639758701027582,0.012344582529207,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_heldout_hl60_kernel_7
transformer,all,hct116,sequence,42,7003,1240,4239,0.0979979931435277,0.1288323444271115,0.1630914902194679,0.3265775653785916,0.3251618407653328,0.0265988341820068,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_transformer_sequence_heldout_hct116
transformer,all,hek293t,sequence,42,12270,2144,2333,-0.4859907454548777,0.1151912932216712,0.1460349609246933,-0.156084755632601,-0.1382871599460031,0.0213262098122767,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_transformer_sequence_heldout_hek293t
transformer,all,hela,sequence,42,3707,655,8101,-0.006561778466817,0.1434761292371555,0.1826820506042016,0.0891347486644267,0.0808862673968064,0.033372731612956,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_transformer_sequence_heldout_hela
transformer,all,hl60,sequence,42,12313,2186,2076,-0.1064063788194116,0.0954411551795957,0.1193660286210074,0.1291209799705076,0.0620575153237416,0.0142482487887511,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_transformer_sequence_heldout_hl60
linear,all,hct116,sequence_ctcf,42,7003,1240,4239,0.0934162282054695,0.1324006367872553,0.1635051812915131,0.3115884416194758,0.3106459946952014,0.0267339443091705,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_linear_sequence_ctcf_heldout_hct116
linear,all,hek293t,sequence_ctcf,42,12270,2144,2333,-0.437622441644319,0.1134163684587314,0.1436386147821182,-0.1687267960736406,-0.1279563355487854,0.0206320516565257,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_linear_sequence_ctcf_heldout_hek293t
linear,all,hela,sequence_ctcf,42,3707,655,8101,0.012236106454436,0.1432774619381747,0.1809681863045893,0.1415792435074601,0.1397141143008924,0.0327494844543725,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_linear_sequence_ctcf_heldout_hela
linear,all,hl60,sequence_ctcf,42,12313,2186,2076,0.0387665038262309,0.0880270117335362,0.1112596930707445,0.2789054580369421,0.2765764045345854,0.0123787193021962,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_linear_sequence_ctcf_heldout_hl60
xgboost,all,hct116,sequence_ctcf,42,7003,1240,4239,0.0914409686459245,0.1320651428798702,0.1636832064531908,0.3139050672569917,0.3179908364709971,0.0267921920747978,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_xgboost_sequence_ctcf_heldout_hct116
xgboost,all,hek293t,sequence_ctcf,42,12270,2144,2333,-0.3731702534953591,0.1117231590801868,0.1403818559756838,-0.1832882494024583,-0.1427373917377005,0.0197070654871776,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_xgboost_sequence_ctcf_heldout_hek293t
xgboost,all,hela,sequence_ctcf,42,3707,655,8101,-0.005123696814169,0.1440055318242929,0.1825515044159523,0.0841664710685233,0.0794636456943063,0.0333250517645274,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_xgboost_sequence_ctcf_heldout_hela
xgboost,all,hl60,sequence_ctcf,42,12313,2186,2076,-0.0127385066482506,0.0903102584328567,0.1142015690804693,0.1845563026087692,0.1694040934830183,0.0130419983804412,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_xgboost_sequence_ctcf_heldout_hl60
mlp,all,hct116,sequence_ctcf,42,7003,1240,4239,0.0828739334098065,0.1332138167374419,0.1644531012144783,0.2943616024174823,0.2890452812520933,0.0270448224990594,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_mlp_sequence_ctcf_heldout_hct116
mlp,all,hek293t,sequence_ctcf,42,12270,2144,2333,-0.433038367505502,0.1125771258788026,0.1434094253334812,-0.1492578641710298,-0.1178705230890254,0.0205662632744793,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_mlp_sequence_ctcf_heldout_hek293t
mlp,all,hela,sequence_ctcf,42,3707,655,8101,-0.0013966687993729,0.1457924452145708,0.1822127369301591,0.0494864447428672,0.0435616347725985,0.0332014814995793,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_mlp_sequence_ctcf_heldout_hela
mlp,all,hl60,sequence_ctcf,42,12313,2186,2076,-0.0384187927520529,0.0906585328655967,0.1156404249602788,0.1646711676687623,0.163471873914719,0.0133727078849938,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_mlp_sequence_ctcf_heldout_hl60
cnn(3|3),all,hct116,sequence_ctcf,42,7003,1240,4239,0.0462619734289424,0.1344070145791863,0.1677034891954849,0.216586828232055,0.2124443459695251,0.0281244602883401,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_ctcf_heldout_hct116_kernel_3
cnn(3|3),all,hek293t,sequence_ctcf,42,12270,2144,2333,-0.2395336460300405,0.107602598376339,0.1333760791502002,-0.1483543664650475,-0.0813084836129936,0.0177891784894804,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_ctcf_heldout_hek293t_kernel_3
cnn(3|3),all,hela,sequence_ctcf,42,3707,655,8101,-0.0257694200356752,0.1461293893186653,0.1844168222391223,-0.0474028150587769,-0.0396430786540484,0.034009564324776,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_ctcf_heldout_hela_kernel_3
cnn(3|3),all,hl60,sequence_ctcf,42,12313,2186,2076,-0.020109600643444,0.0902479852312863,0.1146164167070399,0.1027137044270423,0.0987432656684406,0.0131369229787618,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_ctcf_heldout_hl60_kernel_3
cnn(5|3),all,hct116,sequence_ctcf,42,7003,1240,4239,0.0625826656447715,0.1323460073059019,0.166262397667038,0.2702058192750255,0.2849400934805827,0.0276431848779923,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_ctcf_heldout_hct116_kernel_5
cnn(5|3),all,hek293t,sequence_ctcf,42,12270,2144,2333,-0.3356480434985791,0.110527565727546,0.1384505873814588,-0.1173524400871051,-0.0845482995624842,0.0191685651462709,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_ctcf_heldout_hek293t_kernel_5
cnn(5|3),all,hela,sequence_ctcf,42,3707,655,8101,-0.0154159888292564,0.1478042740629067,0.1834837717738735,0.0186413606538387,0.013486718323538,0.0336662945043669,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_ctcf_heldout_hela_kernel_5
cnn(5|3),all,hl60,sequence_ctcf,42,12313,2186,2076,0.0320008949002044,0.0865896768439094,0.1116505552720565,0.2367117126806367,0.253618043649826,0.0124658464925585,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_ctcf_heldout_hl60_kernel_5
cnn(7|3),all,hct116,sequence_ctcf,42,7003,1240,4239,0.0802750238554926,0.1306179439572625,0.164685946182082,0.2878048186917635,0.3060566679050838,0.0271214608698876,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_ctcf_heldout_hct116_kernel_7
cnn(7|3),all,hek293t,sequence_ctcf,42,12270,2144,2333,-0.4041041201358444,0.113549591648479,0.1419542643177054,-0.1565802511218191,-0.1277416235867761,0.0201510131579809,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_ctcf_heldout_hek293t_kernel_7
cnn(7|3),all,hela,sequence_ctcf,42,3707,655,8101,-0.0091848231631537,0.1453352422519991,0.1829199254267097,0.0392096567048763,0.0360731243952381,0.033459699118113,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_ctcf_heldout_hela_kernel_7
cnn(7|3),all,hl60,sequence_ctcf,42,12313,2186,2076,-0.0247301219371582,0.090434448780072,0.1148756973101507,0.197468363409321,0.1966864426936146,0.0131964258324933,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_ctcf_heldout_hl60_kernel_7
transformer,all,hct116,sequence_ctcf,42,7003,1240,4239,0.0919445487102635,0.131247251021867,0.1636378384464971,0.3035465984429544,0.305135440072996,0.0267773421714419,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_transformer_sequence_ctcf_heldout_hct116
transformer,all,hek293t,sequence_ctcf,42,12270,2144,2333,-0.4245872437035445,0.1141986895290327,0.1429859325029053,-0.159524272011136,-0.1242753326684188,0.0204449768937253,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_transformer_sequence_ctcf_heldout_hek293t
transformer,all,hela,sequence_ctcf,42,3707,655,8101,-0.0049125452648446,0.1442399750932796,0.1825323286380281,0.08857096314809,0.0874172163017232,0.0333180509980211,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_transformer_sequence_ctcf_heldout_hela
transformer,all,hl60,sequence_ctcf,42,12313,2186,2076,-0.0529561229844017,0.0930241825595598,0.1164470649400767,0.1326441014590894,0.0794132468915616,0.0135599189331584,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_transformer_sequence_ctcf_heldout_hl60
linear,all,hct116,sequence_dnase,42,7003,1240,4239,-2.940350656376864e+20,137706602.4812742,2944605453.8919406,0.0254189114564919,0.3011679394187486,8.670701279090161e+18,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_linear_sequence_dnase_heldout_hct116
linear,all,hek293t,sequence_dnase,42,12270,2144,2333,-0.4514781238832046,0.1140953794979538,0.1443291433053477,-0.1815100578486804,-0.1437956926751209,0.0208309016072556,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_linear_sequence_dnase_heldout_hek293t
linear,all,hela,sequence_dnase,42,3707,655,8101,0.0063447962672519,0.1426765413741215,0.1815070573637553,0.1389750730959185,0.136131170677313,0.0329448118728495,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_linear_sequence_dnase_heldout_hela
linear,all,hl60,sequence_dnase,42,12313,2186,2076,0.0270365579455482,0.089301866490565,0.1119364864020638,0.2896620416431886,0.2933277739320146,0.0125297769880394,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_linear_sequence_dnase_heldout_hl60
xgboost,all,hct116,sequence_dnase,42,7003,1240,4239,0.1025891155781539,0.131331980052627,0.162675898997885,0.3351868376226632,0.3325798918532051,0.02646344811477,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_xgboost_sequence_dnase_heldout_hct116
xgboost,all,hek293t,sequence_dnase,42,12270,2144,2333,-0.4495349672322035,0.1140978693550127,0.1442325011110774,-0.1927228570605118,-0.1547312305705539,0.0208030143767569,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_xgboost_sequence_dnase_heldout_hek293t
xgboost,all,hela,sequence_dnase,42,3707,655,8101,-0.0006587516239071,0.1430038420651051,0.18214558936936,0.1145542180100437,0.1134239473581809,0.0331770157267115,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_xgboost_sequence_dnase_heldout_hela
xgboost,all,hl60,sequence_dnase,42,12313,2186,2076,-0.0192191967324759,0.0914309117018903,0.1145663842472707,0.2151754717129163,0.2077943291632654,0.0131254563994932,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_xgboost_sequence_dnase_heldout_hl60
mlp,all,hct116,sequence_dnase,42,7003,1240,4239,0.0810920817127767,0.1337189785388815,0.1646127787421077,0.2934462328066801,0.2975922052741134,0.0270973669251981,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_mlp_sequence_dnase_heldout_hct116
mlp,all,hek293t,sequence_dnase,42,12270,2144,2333,-0.3950346886522384,0.1134627911486162,0.1414950639734934,-0.1795883580772012,-0.1480898841618513,0.0200208531288629,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_mlp_sequence_dnase_heldout_hek293t
mlp,all,hela,sequence_dnase,42,3707,655,8101,-0.0003009284653001,0.1437310913867119,0.1821130199556738,0.0964788547771917,0.0908697313296724,0.0331651520373756,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_mlp_sequence_dnase_heldout_hela
mlp,all,hl60,sequence_dnase,42,12313,2186,2076,0.0551735946279309,0.0870669860444848,0.1103060722092803,0.2748159790223819,0.2760800340120756,0.0121674295662389,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_mlp_sequence_dnase_heldout_hl60
cnn(3|3),all,hct116,sequence_dnase,42,7003,1240,4239,0.044802007162228,0.1352599444191302,0.1678317989629831,0.2118545949555724,0.2156432498623385,0.0281675127431511,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_dnase_heldout_hct116_kernel_3
cnn(3|3),all,hek293t,sequence_dnase,42,12270,2144,2333,-0.2694505381413754,0.1083598364842357,0.1349760387661507,-0.169840082602844,-0.1089351271520595,0.0182185310410014,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_dnase_heldout_hek293t_kernel_3
cnn(3|3),all,hela,sequence_dnase,42,3707,655,8101,-0.0183709289932176,0.1446042241193589,0.1837505539086498,0.0067784729278709,-0.0002954700880307,0.0337642660617356,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_dnase_heldout_hela_kernel_3
cnn(3|3),all,hl60,sequence_dnase,42,12313,2186,2076,-0.1442477203718493,0.0972658435864327,0.1213901469958911,0.150837302918471,0.1600801987342474,0.014735567787684,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_dnase_heldout_hl60_kernel_3
