run_name,model,split_type,cell_line,cell_lines,environment,random_seed,sequence_kernel,input_shape_train,input_shape_valid,input_shape_test,R2
single_hela_linear_all,linear,single,hela,['hela'],all,42,3,"[5670, 184]","[1215, 184]","[1216, 184]",-12615271439249.174
single_hl60_linear_all,linear,single,hl60,['hl60'],all,42,3,"[1453, 184]","[311, 184]","[312, 184]",-308413345232214.44
single_hct116_xgboost_all,xgboost,single,hct116,['hct116'],all,42,3,"[2967, 184]","[635, 184]","[637, 184]",0.1119286711369142
single_hek293t_xgboost_all,xgboost,single,hek293t,['hek293t'],all,42,3,"[1633, 184]","[349, 184]","[351, 184]",0.0526308047050873
single_hela_xgboost_all,xgboost,single,hela,['hela'],all,42,3,"[5670, 184]","[1215, 184]","[1216, 184]",0.1229909225241513
single_hl60_xgboost_all,xgboost,single,hl60,['hl60'],all,42,3,"[1453, 184]","[311, 184]","[312, 184]",0.1350274223550438
single_hct116_mlp_all,mlp,single,hct116,['hct116'],all,42,3,"[2967, 184]","[635, 184]","[637, 184]",0.0720585824298739
single_hek293t_mlp_all,mlp,single,hek293t,['hek293t'],all,42,3,"[1633, 184]","[349, 184]","[351, 184]",0.0395379714103275
single_hela_mlp_all,mlp,single,hela,['hela'],all,42,3,"[5670, 184]","[1215, 184]","[1216, 184]",0.1075266630807874
single_hl60_mlp_all,mlp,single,hl60,['hl60'],all,42,3,"[1453, 184]","[311, 184]","[312, 184]",0.0880160203835219
single_hct116_cnn_all_kernel_3,cnn(3|3),single,hct116,['hct116'],all,42,3,"[2967, 23, 8]","[635, 23, 8]","[637, 23, 8]",0.0372959574016558
single_hek293t_cnn_all_kernel_3,cnn(3|3),single,hek293t,['hek293t'],all,42,3,"[1633, 23, 8]","[349, 23, 8]","[351, 23, 8]",0.0244566525369086
single_hela_cnn_all_kernel_3,cnn(3|3),single,hela,['hela'],all,42,3,"[5670, 23, 8]","[1215, 23, 8]","[1216, 23, 8]",0.0660784701821737
single_hl60_cnn_all_kernel_3,cnn(3|3),single,hl60,['hl60'],all,42,3,"[1453, 23, 8]","[311, 23, 8]","[312, 23, 8]",0.0149338070733033
single_hct116_cnn_all_kernel_5,cnn(5|3),single,hct116,['hct116'],all,42,5,"[2967, 23, 8]","[635, 23, 8]","[637, 23, 8]",0.0166746935862525
single_hek293t_cnn_all_kernel_5,cnn(5|3),single,hek293t,['hek293t'],all,42,5,"[1633, 23, 8]","[349, 23, 8]","[351, 23, 8]",0.042976136676221
single_hela_cnn_all_kernel_5,cnn(5|3),single,hela,['hela'],all,42,5,"[5670, 23, 8]","[1215, 23, 8]","[1216, 23, 8]",0.0889788578395122
single_hl60_cnn_all_kernel_5,cnn(5|3),single,hl60,['hl60'],all,42,5,"[1453, 23, 8]","[311, 23, 8]","[312, 23, 8]",0.0661343073828222
single_hct116_cnn_all_kernel_7,cnn(7|3),single,hct116,['hct116'],all,42,7,"[2967, 23, 8]","[635, 23, 8]","[637, 23, 8]",0.0798310716921095
single_hek293t_cnn_all_kernel_7,cnn(7|3),single,hek293t,['hek293t'],all,42,7,"[1633, 23, 8]","[349, 23, 8]","[351, 23, 8]",0.0249937456207477
single_hela_cnn_all_kernel_7,cnn(7|3),single,hela,['hela'],all,42,7,"[5670, 23, 8]","[1215, 23, 8]","[1216, 23, 8]",0.1103711941011661
single_hl60_cnn_all_kernel_7,cnn(7|3),single,hl60,['hl60'],all,42,7,"[1453, 23, 8]","[311, 23, 8]","[312, 23, 8]",0.0959372860275663
single_hct116_transformer_all,transformer,single,hct116,['hct116'],all,42,3,"[2967, 23, 8]","[635, 23, 8]","[637, 23, 8]",0.0567275800171201
single_hek293t_transformer_all,transformer,single,hek293t,['hek293t'],all,42,3,"[1633, 23, 8]","[349, 23, 8]","[351, 23, 8]",0.0338131098159787
single_hela_transformer_all,transformer,single,hela,['hela'],all,42,3,"[5670, 23, 8]","[1215, 23, 8]","[1216, 23, 8]",0.1138797817301396
single_hl60_transformer_all,transformer,single,hl60,['hl60'],all,42,3,"[1453, 23, 8]","[311, 23, 8]","[312, 23, 8]",0.0591999254049846
all_linear_sequence_heldout_hct116,linear,all,hct116,"['hct116', 'hek293t', 'hela', 'hl60']",sequence,42,3,"[10633, 184]","[1877, 184]","[4239, 184]",0.1142476475589202
all_linear_sequence_heldout_hek293t,linear,all,hek293t,"['hct116', 'hek293t', 'hela', 'hl60']",sequence,42,3,"[12253, 184]","[2163, 184]","[2333, 184]",-0.4450388087192891
all_linear_sequence_heldout_hela,linear,all,hela,"['hct116', 'hek293t', 'hela', 'hl60']",sequence,42,3,"[7350, 184]","[1298, 184]","[8101, 184]",0.0869765566276064
all_linear_sequence_heldout_hl60,linear,all,hl60,"['hct116', 'hek293t', 'hela', 'hl60']",sequence,42,3,"[12472, 184]","[2201, 184]","[2076, 184]",0.0270207195362172
all_xgboost_sequence_heldout_hct116,xgboost,all,hct116,"['hct116', 'hek293t', 'hela', 'hl60']",sequence,42,3,"[10633, 184]","[1877, 184]","[4239, 184]",0.2619031092025981
all_xgboost_sequence_heldout_hek293t,xgboost,all,hek293t,"['hct116', 'hek293t', 'hela', 'hl60']",sequence,42,3,"[12253, 184]","[2163, 184]","[2333, 184]",-0.520740313785854
all_xgboost_sequence_heldout_hela,xgboost,all,hela,"['hct116', 'hek293t', 'hela', 'hl60']",sequence,42,3,"[7350, 184]","[1298, 184]","[8101, 184]",0.1580291458331031
all_xgboost_sequence_heldout_hl60,xgboost,all,hl60,"['hct116', 'hek293t', 'hela', 'hl60']",sequence,42,3,"[12472, 184]","[2201, 184]","[2076, 184]",-0.0668412822195418
all_mlp_sequence_heldout_hct116,mlp,all,hct116,"['hct116', 'hek293t', 'hela', 'hl60']",sequence,42,3,"[10633, 184]","[1877, 184]","[4239, 184]",0.2427982848566463
all_mlp_sequence_heldout_hek293t,mlp,all,hek293t,"['hct116', 'hek293t', 'hela', 'hl60']",sequence,42,3,"[12253, 184]","[2163, 184]","[2333, 184]",-0.78003002369471
all_mlp_sequence_heldout_hela,mlp,all,hela,"['hct116', 'hek293t', 'hela', 'hl60']",sequence,42,3,"[7350, 184]","[1298, 184]","[8101, 184]",0.10360885141428
all_mlp_sequence_heldout_hl60,mlp,all,hl60,"['hct116', 'hek293t', 'hela', 'hl60']",sequence,42,3,"[12472, 184]","[2201, 184]","[2076, 184]",-0.7226457616553399
all_cnn_sequence_heldout_hct116_kernel_3,cnn(3|3),all,hct116,"['hct116', 'hek293t', 'hela', 'hl60']",sequence,42,3,"[10633, 23, 8]","[1877, 23, 8]","[4239, 23, 8]",0.0865487224308253
all_cnn_sequence_heldout_hek293t_kernel_3,cnn(3|3),all,hek293t,"['hct116', 'hek293t', 'hela', 'hl60']",sequence,42,3,"[12253, 23, 8]","[2163, 23, 8]","[2333, 23, 8]",-0.5402580983463445
all_cnn_sequence_heldout_hela_kernel_3,cnn(3|3),all,hela,"['hct116', 'hek293t', 'hela', 'hl60']",sequence,42,3,"[7350, 23, 8]","[1298, 23, 8]","[8101, 23, 8]",0.0605625704580837
all_cnn_sequence_heldout_hl60_kernel_3,cnn(3|3),all,hl60,"['hct116', 'hek293t', 'hela', 'hl60']",sequence,42,3,"[12472, 23, 8]","[2201, 23, 8]","[2076, 23, 8]",-0.1194232823791363
all_cnn_sequence_heldout_hct116_kernel_5,cnn(5|3),all,hct116,"['hct116', 'hek293t', 'hela', 'hl60']",sequence,42,5,"[10633, 23, 8]","[1877, 23, 8]","[4239, 23, 8]",0.1993510160507039
all_cnn_sequence_heldout_hek293t_kernel_5,cnn(5|3),all,hek293t,"['hct116', 'hek293t', 'hela', 'hl60']",sequence,42,5,"[12253, 23, 8]","[2163, 23, 8]","[2333, 23, 8]",-0.5540524564174554
all_cnn_sequence_heldout_hela_kernel_5,cnn(5|3),all,hela,"['hct116', 'hek293t', 'hela', 'hl60']",sequence,42,5,"[7350, 23, 8]","[1298, 23, 8]","[8101, 23, 8]",0.1193396918092637
all_cnn_sequence_heldout_hl60_kernel_5,cnn(5|3),all,hl60,"['hct116', 'hek293t', 'hela', 'hl60']",sequence,42,5,"[12472, 23, 8]","[2201, 23, 8]","[2076, 23, 8]",-0.2606384307412237
all_cnn_sequence_heldout_hct116_kernel_7,cnn(7|3),all,hct116,"['hct116', 'hek293t', 'hela', 'hl60']",sequence,42,7,"[10633, 23, 8]","[1877, 23, 8]","[4239, 23, 8]",0.1625997827733867
all_cnn_sequence_heldout_hek293t_kernel_7,cnn(7|3),all,hek293t,"['hct116', 'hek293t', 'hela', 'hl60']",sequence,42,7,"[12253, 23, 8]","[2163, 23, 8]","[2333, 23, 8]",-1.0242479594110754
all_cnn_sequence_heldout_hela_kernel_7,cnn(7|3),all,hela,"['hct116', 'hek293t', 'hela', 'hl60']",sequence,42,7,"[7350, 23, 8]","[1298, 23, 8]","[8101, 23, 8]",0.1321166056084168
all_cnn_sequence_heldout_hl60_kernel_7,cnn(7|3),all,hl60,"['hct116', 'hek293t', 'hela', 'hl60']",sequence,42,7,"[12472, 23, 8]","[2201, 23, 8]","[2076, 23, 8]",-0.4390723640260814
all_transformer_sequence_heldout_hct116,transformer,all,hct116,"['hct116', 'hek293t', 'hela', 'hl60']",sequence,42,3,"[10633, 23, 8]","[1877, 23, 8]","[4239, 23, 8]",0.1523000479174766
all_transformer_sequence_heldout_hek293t,transformer,all,hek293t,"['hct116', 'hek293t', 'hela', 'hl60']",sequence,42,3,"[12253, 23, 8]","[2163, 23, 8]","[2333, 23, 8]",-0.5406944885492495
all_transformer_sequence_heldout_hela,transformer,all,hela,"['hct116', 'hek293t', 'hela', 'hl60']",sequence,42,3,"[7350, 23, 8]","[1298, 23, 8]","[8101, 23, 8]",0.0834104967162958
all_transformer_sequence_heldout_hl60,transformer,all,hl60,"['hct116', 'hek293t', 'hela', 'hl60']",sequence,42,3,"[12472, 23, 8]","[2201, 23, 8]","[2076, 23, 8]",-0.1358486020659117
all_linear_sequence_ctcf_heldout_hct116,linear,all,hct116,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf,42,3,"[10633, 184]","[1877, 184]","[4239, 184]",0.1123396325271509
all_linear_sequence_ctcf_heldout_hek293t,linear,all,hek293t,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf,42,3,"[12253, 184]","[2163, 184]","[2333, 184]",-0.4300446678412231
all_linear_sequence_ctcf_heldout_hela,linear,all,hela,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf,42,3,"[7350, 184]","[1298, 184]","[8101, 184]",0.0886543541118068
all_linear_sequence_ctcf_heldout_hl60,linear,all,hl60,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf,42,3,"[12472, 184]","[2201, 184]","[2076, 184]",0.037400454198787
all_xgboost_sequence_ctcf_heldout_hct116,xgboost,all,hct116,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf,42,3,"[10633, 184]","[1877, 184]","[4239, 184]",0.2198563517901104
all_xgboost_sequence_ctcf_heldout_hek293t,xgboost,all,hek293t,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf,42,3,"[12253, 184]","[2163, 184]","[2333, 184]",-0.5005162172107351
all_xgboost_sequence_ctcf_heldout_hela,xgboost,all,hela,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf,42,3,"[7350, 184]","[1298, 184]","[8101, 184]",0.1578838807868315
all_xgboost_sequence_ctcf_heldout_hl60,xgboost,all,hl60,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf,42,3,"[12472, 184]","[2201, 184]","[2076, 184]",-0.0454702962697437
all_mlp_sequence_ctcf_heldout_hct116,mlp,all,hct116,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf,42,3,"[10633, 184]","[1877, 184]","[4239, 184]",0.1160954369821355
all_mlp_sequence_ctcf_heldout_hek293t,mlp,all,hek293t,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf,42,3,"[12253, 184]","[2163, 184]","[2333, 184]",-0.7744492691130227
all_mlp_sequence_ctcf_heldout_hela,mlp,all,hela,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf,42,3,"[7350, 184]","[1298, 184]","[8101, 184]",0.0867391366801663
all_mlp_sequence_ctcf_heldout_hl60,mlp,all,hl60,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf,42,3,"[12472, 184]","[2201, 184]","[2076, 184]",-0.4408518547042446
all_cnn_sequence_ctcf_heldout_hct116_kernel_3,cnn(3|3),all,hct116,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf,42,3,"[10633, 23, 8]","[1877, 23, 8]","[4239, 23, 8]",0.0993553147910129
all_cnn_sequence_ctcf_heldout_hek293t_kernel_3,cnn(3|3),all,hek293t,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf,42,3,"[12253, 23, 8]","[2163, 23, 8]","[2333, 23, 8]",-0.2845488853489613
all_cnn_sequence_ctcf_heldout_hela_kernel_3,cnn(3|3),all,hela,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf,42,3,"[7350, 23, 8]","[1298, 23, 8]","[8101, 23, 8]",0.0685848983579355
all_cnn_sequence_ctcf_heldout_hl60_kernel_3,cnn(3|3),all,hl60,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf,42,3,"[12472, 23, 8]","[2201, 23, 8]","[2076, 23, 8]",-0.0432394251485803
all_cnn_sequence_ctcf_heldout_hct116_kernel_5,cnn(5|3),all,hct116,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf,42,5,"[10633, 23, 8]","[1877, 23, 8]","[4239, 23, 8]",0.1632290956269098
all_cnn_sequence_ctcf_heldout_hek293t_kernel_5,cnn(5|3),all,hek293t,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf,42,5,"[12253, 23, 8]","[2163, 23, 8]","[2333, 23, 8]",-0.7047021689305708
all_cnn_sequence_ctcf_heldout_hela_kernel_5,cnn(5|3),all,hela,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf,42,5,"[7350, 23, 8]","[1298, 23, 8]","[8101, 23, 8]",0.1175013244114711
all_cnn_sequence_ctcf_heldout_hl60_kernel_5,cnn(5|3),all,hl60,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf,42,5,"[12472, 23, 8]","[2201, 23, 8]","[2076, 23, 8]",-0.1228201862699749
all_cnn_sequence_ctcf_heldout_hct116_kernel_7,cnn(7|3),all,hct116,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf,42,7,"[10633, 23, 8]","[1877, 23, 8]","[4239, 23, 8]",0.1752113713341692
all_cnn_sequence_ctcf_heldout_hek293t_kernel_7,cnn(7|3),all,hek293t,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf,42,7,"[12253, 23, 8]","[2163, 23, 8]","[2333, 23, 8]",-0.9501097831492876
all_cnn_sequence_ctcf_heldout_hela_kernel_7,cnn(7|3),all,hela,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf,42,7,"[7350, 23, 8]","[1298, 23, 8]","[8101, 23, 8]",0.1430186699513941
all_cnn_sequence_ctcf_heldout_hl60_kernel_7,cnn(7|3),all,hl60,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf,42,7,"[12472, 23, 8]","[2201, 23, 8]","[2076, 23, 8]",-0.1194984903970386
all_transformer_sequence_ctcf_heldout_hct116,transformer,all,hct116,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf,42,3,"[10633, 23, 8]","[1877, 23, 8]","[4239, 23, 8]",0.1472461940405477
all_transformer_sequence_ctcf_heldout_hek293t,transformer,all,hek293t,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf,42,3,"[12253, 23, 8]","[2163, 23, 8]","[2333, 23, 8]",-0.4262666525565342
all_transformer_sequence_ctcf_heldout_hela,transformer,all,hela,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf,42,3,"[7350, 23, 8]","[1298, 23, 8]","[8101, 23, 8]",0.0887964751254389
all_transformer_sequence_ctcf_heldout_hl60,transformer,all,hl60,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_ctcf,42,3,"[12472, 23, 8]","[2201, 23, 8]","[2076, 23, 8]",-0.1221808212208279
all_linear_sequence_dnase_heldout_hct116,linear,all,hct116,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_dnase,42,3,"[10633, 184]","[1877, 184]","[4239, 184]",-1.803445604428304e+19
all_linear_sequence_dnase_heldout_hek293t,linear,all,hek293t,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_dnase,42,3,"[12253, 184]","[2163, 184]","[2333, 184]",-0.4441756916574777
all_linear_sequence_dnase_heldout_hela,linear,all,hela,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_dnase,42,3,"[7350, 184]","[1298, 184]","[8101, 184]",0.0866856643853032
all_linear_sequence_dnase_heldout_hl60,linear,all,hl60,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_dnase,42,3,"[12472, 184]","[2201, 184]","[2076, 184]",0.0252815748206315
all_xgboost_sequence_dnase_heldout_hct116,xgboost,all,hct116,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_dnase,42,3,"[10633, 184]","[1877, 184]","[4239, 184]",0.2119306041678639
all_xgboost_sequence_dnase_heldout_hek293t,xgboost,all,hek293t,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_dnase,42,3,"[12253, 184]","[2163, 184]","[2333, 184]",-0.5138907651007172
all_xgboost_sequence_dnase_heldout_hela,xgboost,all,hela,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_dnase,42,3,"[7350, 184]","[1298, 184]","[8101, 184]",0.1549664466886262
all_xgboost_sequence_dnase_heldout_hl60,xgboost,all,hl60,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_dnase,42,3,"[12472, 184]","[2201, 184]","[2076, 184]",-0.0588511043017785
all_mlp_sequence_dnase_heldout_hct116,mlp,all,hct116,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_dnase,42,3,"[10633, 184]","[1877, 184]","[4239, 184]",0.1667030384900988
all_mlp_sequence_dnase_heldout_hek293t,mlp,all,hek293t,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_dnase,42,3,"[12253, 184]","[2163, 184]","[2333, 184]",-0.9119673148457824
all_mlp_sequence_dnase_heldout_hela,mlp,all,hela,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_dnase,42,3,"[7350, 184]","[1298, 184]","[8101, 184]",0.0874437260822408
all_mlp_sequence_dnase_heldout_hl60,mlp,all,hl60,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_dnase,42,3,"[12472, 184]","[2201, 184]","[2076, 184]",-0.5755404506425519
all_cnn_sequence_dnase_heldout_hct116_kernel_3,cnn(3|3),all,hct116,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_dnase,42,3,"[10633, 23, 8]","[1877, 23, 8]","[4239, 23, 8]",0.084024691974295
all_cnn_sequence_dnase_heldout_hek293t_kernel_3,cnn(3|3),all,hek293t,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_dnase,42,3,"[12253, 23, 8]","[2163, 23, 8]","[2333, 23, 8]",-0.4860433145789742
all_cnn_sequence_dnase_heldout_hela_kernel_3,cnn(3|3),all,hela,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_dnase,42,3,"[7350, 23, 8]","[1298, 23, 8]","[8101, 23, 8]",0.066094199957302
all_cnn_sequence_dnase_heldout_hl60_kernel_3,cnn(3|3),all,hl60,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_dnase,42,3,"[12472, 23, 8]","[2201, 23, 8]","[2076, 23, 8]",-0.0789997365512731
all_cnn_sequence_dnase_heldout_hct116_kernel_5,cnn(5|3),all,hct116,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_dnase,42,5,"[10633, 23, 8]","[1877, 23, 8]","[4239, 23, 8]",0.1982322614188588
all_cnn_sequence_dnase_heldout_hek293t_kernel_5,cnn(5|3),all,hek293t,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_dnase,42,5,"[12253, 23, 8]","[2163, 23, 8]","[2333, 23, 8]",-0.8455570990194923
all_cnn_sequence_dnase_heldout_hela_kernel_5,cnn(5|3),all,hela,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_dnase,42,5,"[7350, 23, 8]","[1298, 23, 8]","[8101, 23, 8]",0.1013104833947952
all_cnn_sequence_dnase_heldout_hl60_kernel_5,cnn(5|3),all,hl60,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_dnase,42,5,"[12472, 23, 8]","[2201, 23, 8]","[2076, 23, 8]",-0.1205864894096238
all_cnn_sequence_dnase_heldout_hct116_kernel_7,cnn(7|3),all,hct116,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_dnase,42,7,"[10633, 23, 8]","[1877, 23, 8]","[4239, 23, 8]",0.1808545979339318
all_cnn_sequence_dnase_heldout_hek293t_kernel_7,cnn(7|3),all,hek293t,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_dnase,42,7,"[12253, 23, 8]","[2163, 23, 8]","[2333, 23, 8]",-1.0238072728851453
all_cnn_sequence_dnase_heldout_hela_kernel_7,cnn(7|3),all,hela,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_dnase,42,7,"[7350, 23, 8]","[1298, 23, 8]","[8101, 23, 8]",0.1370260681019046
all_cnn_sequence_dnase_heldout_hl60_kernel_7,cnn(7|3),all,hl60,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_dnase,42,7,"[12472, 23, 8]","[2201, 23, 8]","[2076, 23, 8]",-0.6448792519726767
all_transformer_sequence_dnase_heldout_hct116,transformer,all,hct116,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_dnase,42,3,"[10633, 23, 8]","[1877, 23, 8]","[4239, 23, 8]",0.132597536255014
all_transformer_sequence_dnase_heldout_hek293t,transformer,all,hek293t,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_dnase,42,3,"[12253, 23, 8]","[2163, 23, 8]","[2333, 23, 8]",-0.4015394861639647
all_transformer_sequence_dnase_heldout_hela,transformer,all,hela,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_dnase,42,3,"[7350, 23, 8]","[1298, 23, 8]","[8101, 23, 8]",0.094147755121584
all_transformer_sequence_dnase_heldout_hl60,transformer,all,hl60,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_dnase,42,3,"[12472, 23, 8]","[2201, 23, 8]","[2076, 23, 8]",-0.138464378573369
all_linear_sequence_h3k4me3_heldout_hct116,linear,all,hct116,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_h3k4me3,42,3,"[10633, 184]","[1877, 184]","[4239, 184]",0.1125382985434279
all_linear_sequence_h3k4me3_heldout_hek293t,linear,all,hek293t,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_h3k4me3,42,3,"[12253, 184]","[2163, 184]","[2333, 184]",-0.4566993254578237
all_linear_sequence_h3k4me3_heldout_hela,linear,all,hela,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_h3k4me3,42,3,"[7350, 184]","[1298, 184]","[8101, 184]",0.0874015188182093
all_linear_sequence_h3k4me3_heldout_hl60,linear,all,hl60,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_h3k4me3,42,3,"[12472, 184]","[2201, 184]","[2076, 184]",0.0294222556943456
all_xgboost_sequence_h3k4me3_heldout_hct116,xgboost,all,hct116,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_h3k4me3,42,3,"[10633, 184]","[1877, 184]","[4239, 184]",0.2528647064749451
all_xgboost_sequence_h3k4me3_heldout_hek293t,xgboost,all,hek293t,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_h3k4me3,42,3,"[12253, 184]","[2163, 184]","[2333, 184]",-0.5290724707678407
all_xgboost_sequence_h3k4me3_heldout_hela,xgboost,all,hela,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_h3k4me3,42,3,"[7350, 184]","[1298, 184]","[8101, 184]",0.1581931990269278
all_xgboost_sequence_h3k4me3_heldout_hl60,xgboost,all,hl60,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_h3k4me3,42,3,"[12472, 184]","[2201, 184]","[2076, 184]",-0.0511264009324896
all_mlp_sequence_h3k4me3_heldout_hct116,mlp,all,hct116,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_h3k4me3,42,3,"[10633, 184]","[1877, 184]","[4239, 184]",0.1523226429822259
all_mlp_sequence_h3k4me3_heldout_hek293t,mlp,all,hek293t,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_h3k4me3,42,3,"[12253, 184]","[2163, 184]","[2333, 184]",-0.7818252533202927
all_mlp_sequence_h3k4me3_heldout_hela,mlp,all,hela,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_h3k4me3,42,3,"[7350, 184]","[1298, 184]","[8101, 184]",0.1216788237648862
all_mlp_sequence_h3k4me3_heldout_hl60,mlp,all,hl60,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_h3k4me3,42,3,"[12472, 184]","[2201, 184]","[2076, 184]",-0.5310899368663731
all_cnn_sequence_h3k4me3_heldout_hct116_kernel_3,cnn(3|3),all,hct116,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_h3k4me3,42,3,"[10633, 23, 8]","[1877, 23, 8]","[4239, 23, 8]",0.0828954037563811
all_cnn_sequence_h3k4me3_heldout_hek293t_kernel_3,cnn(3|3),all,hek293t,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_h3k4me3,42,3,"[12253, 23, 8]","[2163, 23, 8]","[2333, 23, 8]",-0.3755708025726805
all_cnn_sequence_h3k4me3_heldout_hela_kernel_3,cnn(3|3),all,hela,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_h3k4me3,42,3,"[7350, 23, 8]","[1298, 23, 8]","[8101, 23, 8]",0.0589917855600796
all_cnn_sequence_h3k4me3_heldout_hl60_kernel_3,cnn(3|3),all,hl60,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_h3k4me3,42,3,"[12472, 23, 8]","[2201, 23, 8]","[2076, 23, 8]",-0.0766525915829328
all_cnn_sequence_h3k4me3_heldout_hct116_kernel_5,cnn(5|3),all,hct116,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_h3k4me3,42,5,"[10633, 23, 8]","[1877, 23, 8]","[4239, 23, 8]",0.1926939078806225
all_cnn_sequence_h3k4me3_heldout_hek293t_kernel_5,cnn(5|3),all,hek293t,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_h3k4me3,42,5,"[12253, 23, 8]","[2163, 23, 8]","[2333, 23, 8]",-0.7265374881200901
all_cnn_sequence_h3k4me3_heldout_hela_kernel_5,cnn(5|3),all,hela,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_h3k4me3,42,5,"[7350, 23, 8]","[1298, 23, 8]","[8101, 23, 8]",0.150287288769049
all_cnn_sequence_h3k4me3_heldout_hl60_kernel_5,cnn(5|3),all,hl60,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_h3k4me3,42,5,"[12472, 23, 8]","[2201, 23, 8]","[2076, 23, 8]",0.0086461938967662
all_cnn_sequence_h3k4me3_heldout_hct116_kernel_7,cnn(7|3),all,hct116,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_h3k4me3,42,7,"[10633, 23, 8]","[1877, 23, 8]","[4239, 23, 8]",0.1627910257488118
all_cnn_sequence_h3k4me3_heldout_hek293t_kernel_7,cnn(7|3),all,hek293t,"['hct116', 'hek293t', 'hela', 'hl60']",sequence_h3k4me3,42,7,"[12253, 23, 8]","[2163, 23, 8]","[2333, 23, 8]",-0.9403797815452356
